c_pc	County Name	Precinct Name	Precinct Code	Region Name	Media Market	Registered Voters	Total Voters	Turnout Percentage
BELMONT_ABA	Belmont	PRECINCT FLUSHING VILLAGE	ABA	Southeast	Wheeling	594	400	0.673400673
BELMONT_ABB	Belmont	PRECINCT HOLLOWAY VILLAGE	ABB	Southeast	Wheeling	205	129	0.629268293
BELMONT_ABC	Belmont	PRECINCT FLUSHING TWP 1	ABC	Southeast	Wheeling	379	266	0.701846966
BELMONT_ABD	Belmont	PRECINCT BELMONT VILLAGE	ABD	Southeast	Wheeling	346	220	0.63583815
BELMONT_ABE	Belmont	PRECINCT BETHESDA VILLAGE	ABE	Southeast	Wheeling	866	544	0.62817552
BELMONT_ABF	Belmont	PRECINCT GOSHEN TWP	ABF	Southeast	Wheeling	989	709	0.716885743
BELMONT_ABG	Belmont	PRECINCT KIRKWOOD TWP	ABG	Southeast	Wheeling	232	165	0.711206897
BELMONT_ABH	Belmont	PRECINCT SHADYSIDE VILLAGE 1	ABH	Southeast	Wheeling	867	579	0.667820069
BELMONT_ABI	Belmont	PRECINCT SHADYSIDE VILLAGE 2	ABI	Southeast	Wheeling	1018	729	0.71611002
BELMONT_ABL	Belmont	PRECINCT SHADYSIDE VILLAGE 3	ABL	Southeast	Wheeling	803	551	0.686176837
BELMONT_ABN	Belmont	PRECINCT MEAD TWP DILLIES	ABN	Southeast	Wheeling	1037	717	0.691417551
BELMONT_ABP	Belmont	PRECINCT MEAD TWP MEAD SHADYSIDE	ABP	Southeast	Wheeling	554	406	0.732851986
BELMONT_ABQ	Belmont	PRECINCT BRIDGEPORT VILLAGE 1	ABQ	Southeast	Wheeling	737	374	0.507462687
BELMONT_ABS	Belmont	PRECINCT BRIDGEPORT VILLAGE 2	ABS	Southeast	Wheeling	529	344	0.650283554
BELMONT_ABU	Belmont	PRECINCT BROOKSIDE VILLAGE	ABU	Southeast	Wheeling	441	282	0.639455782
BELMONT_ABV	Belmont	PRECINCT PEASE TWP BLAINE WOLFHURST	ABV	Southeast	Wheeling	929	636	0.684607104
BELMONT_ABW	Belmont	PRECINCT PEASE TWP BOYDSVILLE	ABW	Southeast	Wheeling	946	524	0.553911205
BELMONT_ABX	Belmont	PRECINCT PEASE TWP SUNSET HTS	ABX	Southeast	Wheeling	324	223	0.688271605
BELMONT_ABY	Belmont	PRECINCT YORKVILLE VILLAGE	ABY	Southeast	Wheeling	290	187	0.644827586
BELMONT_ABZ	Belmont	PRECINCT PEASE TWP 1	ABZ	Southeast	Wheeling	577	416	0.720970537
BELMONT_ACD	Belmont	PRECINCT PULTNEY TWP AVONDALE	ACD	Southeast	Wheeling	247	196	0.793522267
BELMONT_ACE	Belmont	PRECINCT PULTNEY TWP 4 NEFFS	ACE	Southeast	Wheeling	1191	761	0.638958858
BELMONT_ACF	Belmont	PRECINCT PULTNEY TWP 1	ACF	Southeast	Wheeling	837	622	0.743130227
BELMONT_ACH	Belmont	PRECINCT PULTNEY TWP 2	ACH	Southeast	Wheeling	856	626	0.731308411
BELMONT_ACJ	Belmont	PRECINCT RICHLAND TWP 1 BANNOCK	ACJ	Southeast	Wheeling	658	489	0.743161094
BELMONT_ACK	Belmont	PRECINCT RICHLAND TWP 2	ACK	Southeast	Wheeling	798	625	0.78320802
BELMONT_ACL	Belmont	PRECINCT RICHLAND TWP 3	ACL	Southeast	Wheeling	662	466	0.703927492
BELMONT_ACM	Belmont	PRECINCT RICHLAND TWP 4 LLOYDSVILLE	ACM	Southeast	Wheeling	783	616	0.786717752
BELMONT_ACN	Belmont	PRECINCT RICHLAND TWP 5	ACN	Southeast	Wheeling	798	645	0.808270677
BELMONT_ACO	Belmont	PRECINCT RICHLAND TWP 6	ACO	Southeast	Wheeling	985	740	0.751269036
BELMONT_ACP	Belmont	PRECINCT RICHLAND TWP 7 GLENCOE	ACP	Southeast	Wheeling	586	393	0.670648464
BELMONT_ACQ	Belmont	PRECINCT SMITH TWP CENTERVILLE WARNOCK	ACQ	Southeast	Wheeling	1012	766	0.756916996
BELMONT_ACS	Belmont	PRECINCT SOMERSET TWP SOMERTON	ACS	Southeast	Wheeling	521	350	0.671785029
BELMONT_ACT	Belmont	PRECINCT SOMERSET TWP TEMPERANCEVILLE	ACT	Southeast	Wheeling	235	176	0.74893617
BELMONT_ACU	Belmont	PRECINCT MORRISTOWN VILLAGE	ACU	Southeast	Wheeling	182	123	0.675824176
BELMONT_ACV	Belmont	PRECINCT UNION TWP LAFFERTY	ACV	Southeast	Wheeling	423	305	0.721040189
BELMONT_ACW	Belmont	PRECINCT UNION TWP	ACW	Southeast	Wheeling	1065	824	0.77370892
BELMONT_ACX	Belmont	PRECINCT BARNESVILLE VILLAGE 1	ACX	Southeast	Wheeling	1248	857	0.686698718
BELMONT_ACZ	Belmont	PRECINCT BARNESVILLE VILLAGE 2	ACZ	Southeast	Wheeling	766	513	0.669712794
BELMONT_ADB	Belmont	PRECINCT WARREN TWP	ADB	Southeast	Wheeling	1234	932	0.755267423
BELMONT_ADD	Belmont	PRECINCT WASHINGTON TWP	ADD	Southeast	Wheeling	375	283	0.754666667
BELMONT_ADE	Belmont	PRECINCT WAYNE TWP	ADE	Southeast	Wheeling	479	369	0.770354906
BELMONT_ADF	Belmont	PRECINCT WHEELING TWP FAIRPOINT	ADF	Southeast	Wheeling	590	433	0.733898305
BELMONT_ADH	Belmont	PRECINCT WHEELING TWP UNIONTOWN	ADH	Southeast	Wheeling	585	419	0.716239316
BELMONT_ADI	Belmont	PRECINCT POWHATAN POINT VILLAGE	ADI	Southeast	Wheeling	1079	668	0.619091752
BELMONT_ADK	Belmont	PRECINCT YORK TWP	ADK	Southeast	Wheeling	647	468	0.723338485
BELMONT_ADL	Belmont	PRECINCT FLUSHING TWP 2	ADL	Southeast	Wheeling	85	58	0.682352941
BELMONT_ADW	Belmont	PRECINCT PEASE TWP 2	ADW	Southeast	Wheeling	217	156	0.718894009
BELMONT_ADX	Belmont	PRECINCT BARNESVILLE VILLAGE 3	ADX	Southeast	Wheeling	681	414	0.607929515
BROWN_AAA	Brown	BYRD TWP	AAA	Southwest	Cincinnati	470	357	0.759574468
BROWN_AAF	Brown	FRANKLIN TWP	AAF	Southwest	Cincinnati	1087	831	0.76448942
BROWN_AAG	Brown	GREEN TWP NORTH	AAG	Southwest	Cincinnati	456	336	0.736842105
BROWN_AAH	Brown	GREEN TWP SOUTH	AAH	Southwest	Cincinnati	662	474	0.716012085
BROWN_AAJ	Brown	MT ORAB SOUTH	AAJ	Southwest	Cincinnati	1305	936	0.717241379
BROWN_AAK	Brown	ABERDEEN VILLAGE	AAK	Southwest	Cincinnati	1099	623	0.566878981
BROWN_AAM	Brown	HUNTINGTON TWP	AAM	Southwest	Cincinnati	634	413	0.651419558
BROWN_AAV	Brown	PERRY / LAKE LORELEI	AAV	Southwest	Cincinnati	800	641	0.80125
BROWN_AAW	Brown	PERRY TWP SOUTH	AAW	Southwest	Cincinnati	696	552	0.793103448
BROWN_AAY	Brown	PERRY TWP WEST	AAY	Southwest	Cincinnati	791	616	0.778761062
BROWN_ABI	Brown	GEORGETOWN SW	ABI	Southwest	Cincinnati	652	472	0.72392638
BROWN_ABP	Brown	SARDINIA VILLAGE	ABP	Southwest	Cincinnati	518	328	0.633204633
BROWN_ACD	Brown	CLARK HAMERSVILLE	ACD	Southwest	Cincinnati	951	604	0.635120925
BROWN_ACE	Brown	CLARK TWP WEST	ACE	Southwest	Cincinnati	915	625	0.683060109
BROWN_ACF	Brown	EAGLE TWP	ACF	Southwest	Cincinnati	839	585	0.697258641
BROWN_ACG	Brown	MT ORAB NORTH	ACG	Southwest	Cincinnati	1206	706	0.585406302
BROWN_ACH	Brown	JACKSON TWP	ACH	Southwest	Cincinnati	1145	876	0.765065502
BROWN_ACI	Brown	JEFFERSON RUSS	ACI	Southwest	Cincinnati	885	670	0.757062147
BROWN_ACJ	Brown	LEWIS TWP NORTH	ACJ	Southwest	Cincinnati	1156	811	0.701557093
BROWN_ACK	Brown	LEWIS/HIGGINSPORT	ACK	Southwest	Cincinnati	499	355	0.711422846
BROWN_ACL	Brown	PERRY TWP-VILLAGES	ACL	Southwest	Cincinnati	792	605	0.763888889
BROWN_ACM	Brown	PIKE TWP EAST	ACM	Southwest	Cincinnati	859	615	0.715948778
BROWN_ACN	Brown	PIKE TWP WEST	ACN	Southwest	Cincinnati	893	573	0.641657335
BROWN_ACO	Brown	GEORGETOWN EAST	ACO	Southwest	Cincinnati	1102	645	0.585299456
BROWN_ACP	Brown	GEORGETOWN NORTH	ACP	Southwest	Cincinnati	986	655	0.664300203
BROWN_ACQ	Brown	PLEASANT TWP	ACQ	Southwest	Cincinnati	925	718	0.776216216
BROWN_ACR	Brown	SCOTT TWP	ACR	Southwest	Cincinnati	898	638	0.710467706
BROWN_ACS	Brown	STERLING TWP NORTH	ACS	Southwest	Cincinnati	1279	906	0.708365911
BROWN_ACT	Brown	STERLING TWP SOUTH	ACT	Southwest	Cincinnati	980	686	0.7
BROWN_ACU	Brown	RIPLEY VILLAGE	ACU	Southwest	Cincinnati	1131	703	0.621573828
BROWN_ACV	Brown	UNION TWP	ACV	Southwest	Cincinnati	841	595	0.707491082
BROWN_ACW	Brown	WASHINGTON TWP	ACW	Southwest	Cincinnati	953	739	0.77544596
BUTLER_AAB	Butler	FAIR2WD1	AAB	Southwest	Cincinnati	1111	758	0.682268227
BUTLER_AAC	Butler	FAIR11WD3	AAC	Southwest	Cincinnati	787	657	0.834815756
BUTLER_AAD	Butler	FAIR4WD1	AAD	Southwest	Cincinnati	821	471	0.573690621
BUTLER_AAE	Butler	FAIR5WD1	AAE	Southwest	Cincinnati	604	396	0.655629139
BUTLER_AAF	Butler	FAIR6WD1	AAF	Southwest	Cincinnati	1043	573	0.549376798
BUTLER_AAG	Butler	FAIR7WD1	AAG	Southwest	Cincinnati	690	511	0.74057971
BUTLER_AAH	Butler	FAIR8WD1	AAH	Southwest	Cincinnati	703	423	0.60170697
BUTLER_AAI	Butler	FAIR9WD1	AAI	Southwest	Cincinnati	533	423	0.793621013
BUTLER_AAK	Butler	FAIR3WD1	AAK	Southwest	Cincinnati	957	596	0.622779519
BUTLER_AAL	Butler	FAIR1WD2	AAL	Southwest	Cincinnati	803	586	0.729763387
BUTLER_AAM	Butler	FAIR2WD2	AAM	Southwest	Cincinnati	735	547	0.744217687
BUTLER_AAN	Butler	FAIR3WD2	AAN	Southwest	Cincinnati	784	525	0.669642857
BUTLER_AAO	Butler	FAIR4WD2	AAO	Southwest	Cincinnati	824	460	0.558252427
BUTLER_AAP	Butler	FAIR5WD2	AAP	Southwest	Cincinnati	808	531	0.657178218
BUTLER_AAQ	Butler	FAIR6WD2	AAQ	Southwest	Cincinnati	807	556	0.688971499
BUTLER_AAR	Butler	FAIR7WD2	AAR	Southwest	Cincinnati	885	596	0.673446328
BUTLER_AAS	Butler	FAIR8WD2	AAS	Southwest	Cincinnati	547	295	0.539305302
BUTLER_AAT	Butler	FAIR1WD3	AAT	Southwest	Cincinnati	647	504	0.778979907
BUTLER_AAU	Butler	FAIR2WD3	AAU	Southwest	Cincinnati	861	571	0.663182346
BUTLER_AAV	Butler	FAIR3WD3	AAV	Southwest	Cincinnati	633	515	0.813586098
BUTLER_AAW	Butler	FAIR4WD3	AAW	Southwest	Cincinnati	620	529	0.853225806
BUTLER_AAX	Butler	FAIR5WD3	AAX	Southwest	Cincinnati	794	619	0.779596977
BUTLER_AAY	Butler	FAIR6WD3	AAY	Southwest	Cincinnati	695	540	0.776978417
BUTLER_AAZ	Butler	FAIR7WD3	AAZ	Southwest	Cincinnati	788	610	0.774111675
BUTLER_ABA	Butler	FAIR8WD3	ABA	Southwest	Cincinnati	647	464	0.717156105
BUTLER_ABC	Butler	FAIR10WD3	ABC	Southwest	Cincinnati	673	521	0.774145617
BUTLER_ABD	Butler	FAIR10WD4	ABD	Southwest	Cincinnati	762	642	0.842519685
BUTLER_ABH	Butler	FAIR2WD4	ABH	Southwest	Cincinnati	972	733	0.754115226
BUTLER_ABI	Butler	FAIR3WD4	ABI	Southwest	Cincinnati	818	621	0.759168704
BUTLER_ABJ	Butler	FAIR4WD4	ABJ	Southwest	Cincinnati	1066	730	0.684803002
BUTLER_ABK	Butler	FAIR5WD4	ABK	Southwest	Cincinnati	792	626	0.79040404
BUTLER_ABL	Butler	FAIR6WD4	ABL	Southwest	Cincinnati	873	686	0.785796105
BUTLER_ABM	Butler	FAIR7WD4	ABM	Southwest	Cincinnati	729	539	0.739368999
BUTLER_ABN	Butler	FAIR8WD4	ABN	Southwest	Cincinnati	759	609	0.802371542
BUTLER_ABO	Butler	FAIR9WD4	ABO	Southwest	Cincinnati	701	578	0.824536377
BUTLER_ABQ	Butler	HAM1WD1	ABQ	Southwest	Cincinnati	768	627	0.81640625
BUTLER_ABR	Butler	HAM2WD1	ABR	Southwest	Cincinnati	954	664	0.696016771
BUTLER_ABS	Butler	HAM3WD1	ABS	Southwest	Cincinnati	764	435	0.569371728
BUTLER_ABT	Butler	HAM4WD1	ABT	Southwest	Cincinnati	980	440	0.448979592
BUTLER_ABU	Butler	HAM5WD1	ABU	Southwest	Cincinnati	964	528	0.547717842
BUTLER_ABV	Butler	HAM6WD1	ABV	Southwest	Cincinnati	697	520	0.746054519
BUTLER_ABW	Butler	HAM7WD1	ABW	Southwest	Cincinnati	1312	1015	0.773628049
BUTLER_ABX	Butler	HAM8WD1	ABX	Southwest	Cincinnati	892	538	0.603139013
BUTLER_ABY	Butler	HAM9WD1	ABY	Southwest	Cincinnati	865	556	0.642774566
BUTLER_ABZ	Butler	HAM10WD1	ABZ	Southwest	Cincinnati	788	556	0.705583756
BUTLER_ACA	Butler	HAM11WD1	ACA	Southwest	Cincinnati	855	596	0.697076023
BUTLER_ACB	Butler	HAM12WD1	ACB	Southwest	Cincinnati	831	587	0.706377858
BUTLER_ACC	Butler	HAM13WD1	ACC	Southwest	Cincinnati	664	407	0.612951807
BUTLER_ACD	Butler	HAM14WD1	ACD	Southwest	Cincinnati	623	401	0.643659711
BUTLER_ACE	Butler	HAM15WD1	ACE	Southwest	Cincinnati	1002	788	0.786427146
BUTLER_ACF	Butler	HAM16WD1	ACF	Southwest	Cincinnati	179	142	0.793296089
BUTLER_ACG	Butler	HAM17WD1	ACG	Southwest	Cincinnati	1000	646	0.646
BUTLER_ACH	Butler	HAM18WD1	ACH	Southwest	Cincinnati	1293	1094	0.846094354
BUTLER_ACI	Butler	HAM19WD1	ACI	Southwest	Cincinnati	769	430	0.55916775
BUTLER_ACJ	Butler	HAM20WD1	ACJ	Southwest	Cincinnati	951	709	0.74553102
BUTLER_ACK	Butler	HAM21WD1	ACK	Southwest	Cincinnati	1037	592	0.570877531
BUTLER_ACL	Butler	HAM22WD1	ACL	Southwest	Cincinnati	840	677	0.805952381
BUTLER_ACM	Butler	HAM23WD1	ACM	Southwest	Cincinnati	503	411	0.817097416
BUTLER_ACN	Butler	HAM1WD2	ACN	Southwest	Cincinnati	718	336	0.467966574
BUTLER_ACO	Butler	HAM2WD2	ACO	Southwest	Cincinnati	818	437	0.534229829
BUTLER_ACQ	Butler	HAM1WD3	ACQ	Southwest	Cincinnati	1693	821	0.48493798
BUTLER_ACR	Butler	HAM2WD3	ACR	Southwest	Cincinnati	747	344	0.460508701
BUTLER_ACT	Butler	HAM1WD4	ACT	Southwest	Cincinnati	1453	569	0.391603579
BUTLER_ACU	Butler	HAM2WD4	ACU	Southwest	Cincinnati	1227	621	0.506112469
BUTLER_ACX	Butler	HAM1WD5	ACX	Southwest	Cincinnati	1071	417	0.389355742
BUTLER_ACY	Butler	HAM2WD5	ACY	Southwest	Cincinnati	916	433	0.472707424
BUTLER_ACZ	Butler	HAM3WD5	ACZ	Southwest	Cincinnati	1283	746	0.581449727
BUTLER_ADA	Butler	HAM1WD6	ADA	Southwest	Cincinnati	843	424	0.502965599
BUTLER_ADB	Butler	HAM2WD6	ADB	Southwest	Cincinnati	918	565	0.61546841
BUTLER_ADC	Butler	HAM3WD6	ADC	Southwest	Cincinnati	697	415	0.595408895
BUTLER_ADD	Butler	HAM4WD6	ADD	Southwest	Cincinnati	937	623	0.66488794
BUTLER_ADE	Butler	HAM5WD6	ADE	Southwest	Cincinnati	750	508	0.677333333
BUTLER_ADF	Butler	HAM6WD6	ADF	Southwest	Cincinnati	370	164	0.443243243
BUTLER_ADG	Butler	HAM7WD6	ADG	Southwest	Cincinnati	702	514	0.732193732
BUTLER_ADH	Butler	MIDD1WD1	ADH	Southwest	Cincinnati	796	417	0.523869347
BUTLER_ADI	Butler	MIDD2WD1	ADI	Southwest	Cincinnati	820	495	0.603658537
BUTLER_ADJ	Butler	MIDD3WD1	ADJ	Southwest	Cincinnati	603	525	0.870646766
BUTLER_ADK	Butler	MIDD4WD1	ADK	Southwest	Cincinnati	696	568	0.816091954
BUTLER_ADL	Butler	MIDD5WD1	ADL	Southwest	Cincinnati	1105	764	0.691402715
BUTLER_ADM	Butler	MIDD6WD1	ADM	Southwest	Cincinnati	694	265	0.38184438
BUTLER_ADN	Butler	MIDD7WD1	ADN	Southwest	Cincinnati	1116	548	0.491039427
BUTLER_ADO	Butler	MIDD8WD1	ADO	Southwest	Cincinnati	575	422	0.733913043
BUTLER_ADP	Butler	MIDD9WD1	ADP	Southwest	Cincinnati	835	364	0.435928144
BUTLER_ADR	Butler	MIDD2WD2	ADR	Southwest	Cincinnati	774	487	0.629198966
BUTLER_ADS	Butler	MIDD3WD2	ADS	Southwest	Cincinnati	714	380	0.532212885
BUTLER_ADT	Butler	MIDD4WD2	ADT	Southwest	Cincinnati	683	311	0.45534407
BUTLER_ADU	Butler	MIDD5WD2	ADU	Southwest	Cincinnati	759	346	0.455862978
BUTLER_ADV	Butler	MIDD6WD2	ADV	Southwest	Cincinnati	811	404	0.498150432
BUTLER_ADW	Butler	MIDD7WD2	ADW	Southwest	Cincinnati	548	259	0.472627737
BUTLER_ADX	Butler	MIDD8WD2	ADX	Southwest	Cincinnati	708	355	0.501412429
BUTLER_ADY	Butler	MIDD1WD3	ADY	Southwest	Cincinnati	635	526	0.828346457
BUTLER_ADZ	Butler	MIDD2WD3	ADZ	Southwest	Cincinnati	681	463	0.679882526
BUTLER_AEA	Butler	MIDD3WD3	AEA	Southwest	Cincinnati	653	468	0.71669219
BUTLER_AEB	Butler	MIDD4WD3	AEB	Southwest	Cincinnati	588	372	0.632653061
BUTLER_AEC	Butler	MIDD5WD3	AEC	Southwest	Cincinnati	722	580	0.8033241
BUTLER_AED	Butler	MIDD6WD3	AED	Southwest	Cincinnati	872	735	0.842889908
BUTLER_AEE	Butler	MIDD7WD3	AEE	Southwest	Cincinnati	860	632	0.734883721
BUTLER_AEF	Butler	MIDD8WD3	AEF	Southwest	Cincinnati	849	501	0.590106007
BUTLER_AEG	Butler	MIDD9WD3	AEG	Southwest	Cincinnati	594	450	0.757575758
BUTLER_AEH	Butler	MIDD10WD3	AEH	Southwest	Cincinnati	778	493	0.633676093
BUTLER_AEI	Butler	MIDD11WD3	AEI	Southwest	Cincinnati	825	618	0.749090909
BUTLER_AEK	Butler	MIDD1WD4	AEK	Southwest	Cincinnati	988	530	0.536437247
BUTLER_AEL	Butler	MIDD2WD4	AEL	Southwest	Cincinnati	882	492	0.557823129
BUTLER_AEM	Butler	MIDD3WD4	AEM	Southwest	Cincinnati	851	502	0.589894242
BUTLER_AEN	Butler	MIDD4WD4	AEN	Southwest	Cincinnati	542	344	0.634686347
BUTLER_AEO	Butler	MIDD5WD4	AEO	Southwest	Cincinnati	763	445	0.583224115
BUTLER_AEP	Butler	MIDD6WD4	AEP	Southwest	Cincinnati	1271	701	0.551534225
BUTLER_AEQ	Butler	MIDD7WD4	AEQ	Southwest	Cincinnati	1107	569	0.514001807
BUTLER_AER	Butler	MIDD8WD4	AER	Southwest	Cincinnati	896	559	0.623883929
BUTLER_AET	Butler	OXFORD 1	AET	Southwest	Cincinnati	1024	588	0.57421875
BUTLER_AEU	Butler	OXFORD 2	AEU	Southwest	Cincinnati	860	471	0.547674419
BUTLER_AEV	Butler	OXFORD 3	AEV	Southwest	Cincinnati	976	827	0.847336066
BUTLER_AEW	Butler	OXFORD 4	AEW	Southwest	Cincinnati	965	580	0.601036269
BUTLER_AEX	Butler	OXFORD 5	AEX	Southwest	Cincinnati	749	464	0.619492657
BUTLER_AEY	Butler	OXFORD 6	AEY	Southwest	Cincinnati	904	437	0.48340708
BUTLER_AEZ	Butler	OXFORD 7	AEZ	Southwest	Cincinnati	877	396	0.451539339
BUTLER_AFA	Butler	OXFORD 8	AFA	Southwest	Cincinnati	990	547	0.552525253
BUTLER_AFB	Butler	OXFORD 9	AFB	Southwest	Cincinnati	1120	633	0.565178571
BUTLER_AFC	Butler	OXFORD 10	AFC	Southwest	Cincinnati	787	613	0.778907243
BUTLER_AFD	Butler	OXFORD 11	AFD	Southwest	Cincinnati	1859	999	0.537385691
